user_id,user_name,batch_no,date,ctr_notification,notification_duration,notification_conversion,notification_dropoff,notification_nps,ctr_liveclass,liveclass_duration,liveclass_conversion,liveclass_dropoff,liveclass_nps,ctr_classroom,classroom_duration,classroom_conversion,classroom_dropoff,classroom_nps,ctr_curriculum,curriculum_duration,curriculum_conversion,curriculum_dropoff,curriculum_nps,ctr_shortcourses,shortcourses_duration,shortcourses_conversion,shortcourses_dropoff,shortcourses_nps,ctr_masterclass,masterclass_duration,masterclass_conversion,masterclass_dropoff,masterclass_nps,ctr_bookmentor,bookmentor_duration,bookmentor_conversion,bookmentor_dropoff,bookmentor_nps,ctr_doubtsession,doubtsession_duration,doubtsession_conversion,doubtsession_dropoff,doubtsession_nps,ctr_assignments,assignments_duration,assignments_conversion,assignments_dropoff,assignments_nps,ctr_resources,resources_duration,resources_conversion,resources_dropoff,resources_nps,ctr_recordings,recordings_duration,recordings_conversion,recordings_dropoff,recordings_nps,ctr_codingwindow,codingwindow_duration,codingwindow_conversion,codingwindow_dropoff,codingwindow_nps,ctr_questionbank,questionbank_duration,questionbank_conversion,questionbank_dropoff,questionbank_nps,ctr_helpticket,helpticket_duration,helpticket_conversion,helpticket_dropoff,helpticket_nps,ctr_referfriend,referfriend_duration,referfriend_conversion,referfriend_dropoff,referfriend_nps
1216,User_1216,B015,2024-03-23,0.165,57.6,0,1,,0.548,107.6,1,0,,0.699,37.1,1,0,,0.853,30.3,1,0,,0.92,78.9,1,0,,0.885,94.4,1,0,,0.592,13.4,1,0,,0.012,43.6,1,0,,0.073,82.9,0,1,,0.557,86.1,0,1,,0.025,87.0,0,1,,0.442,7.1,1,0,,0.464,31.4,0,1,,0.004,53.6,0,1,,0.826,57.1,1,0,
1217,User_1217,B007,2024-03-07,0.669,17.3,0,1,,0.18,5.0,1,0,,0.696,44.6,1,0,,0.962,117.2,0,1,,0.959,72.8,1,0,,0.305,30.0,0,1,,0.54,101.5,0,1,,0.325,75.4,0,1,,0.485,27.9,1,0,,0.653,113.4,0,1,,0.096,50.7,0,1,36.0,0.111,86.9,0,1,,0.791,17.6,1,0,,0.544,101.0,1,0,,0.096,32.9,0,1,
1217,User_1217,B009,2024-03-08,0.905,66.5,0,1,,0.409,4.1,0,1,,0.546,106.8,0,1,,0.33,106.8,0,1,,0.904,13.1,1,0,,0.94,113.2,1,0,,0.027,75.3,0,1,,0.953,93.6,0,1,,0.975,98.8,1,0,,0.714,37.1,0,1,,0.997,5.4,0,1,,0.88,106.2,0,1,,0.912,114.8,1,0,,0.023,30.7,0,1,,0.601,109.4,0,1,
1217,User_1217,B003,2024-03-13,0.932,69.6,1,0,,0.239,66.4,1,0,,0.119,3.0,1,0,,0.565,73.9,1,0,,0.169,96.5,1,0,,0.81,76.6,0,1,,0.53,68.5,0,1,,0.795,99.6,0,1,,0.342,54.4,0,1,,0.08,19.5,0,1,,0.578,23.8,0,1,,0.531,74.8,0,1,,0.719,57.6,1,0,,0.755,15.0,1,0,,0.434,53.6,0,1,
1217,User_1217,B003,2024-03-13,0.891,65.2,1,0,,0.156,113.5,1,0,,0.414,56.3,1,0,,0.949,61.3,1,0,,0.374,26.6,0,1,9.0,0.879,3.7,1,0,,0.687,5.3,1,0,,0.652,51.4,0,1,,0.248,20.9,0,1,,0.348,82.6,0,1,,0.147,91.8,0,1,,0.573,22.4,1,0,,0.519,81.1,0,1,,0.223,112.8,1,0,,0.638,12.9,1,0,
1217,User_1217,B001,2024-03-20,0.488,57.4,0,1,93.0,0.193,66.3,1,0,,0.082,35.3,1,0,,0.821,98.0,1,0,,0.123,22.0,1,0,,0.028,38.2,0,1,,0.024,117.3,1,0,,0.877,83.7,1,0,,0.294,11.2,0,1,,0.379,109.3,0,1,,0.093,101.1,1,0,,0.17,102.5,1,0,,0.543,60.6,0,1,,0.941,87.7,1,0,,0.172,66.9,0,1,
1217,User_1217,B009,2024-03-31,0.612,98.6,1,0,,0.261,17.7,0,1,,0.099,70.9,0,1,,0.273,99.8,1,0,,0.802,78.0,0,1,46.0,0.485,104.8,0,1,43.0,0.707,94.9,0,1,,0.988,55.3,1,0,63.0,0.565,60.4,0,1,,0.42,68.8,0,1,,0.098,2.0,0,1,,0.658,115.3,1,0,,0.699,102.0,0,1,,0.167,36.5,0,1,,0.52,43.1,1,0,
1218,User_1218,B016,2024-03-11,0.401,75.1,1,0,19.0,0.242,5.8,1,0,,0.374,51.9,0,1,16.0,0.038,7.7,0,1,,0.265,16.5,1,0,,0.324,11.6,1,0,,0.463,25.8,1,0,,0.475,85.7,1,0,,0.412,72.1,0,1,,0.901,94.4,0,1,95.0,0.109,118.3,0,1,,0.407,39.4,1,0,,0.936,42.3,0,1,,0.66,75.1,1,0,,0.134,92.0,1,0,
1218,User_1218,B020,2024-03-11,0.04,53.8,1,0,,0.584,72.9,0,1,,0.444,58.6,1,0,,0.483,65.2,1,0,42.0,0.933,97.4,0,1,,0.959,30.3,0,1,,0.875,92.1,1,0,,0.438,47.1,0,1,,0.316,31.0,0,1,,0.299,86.4,1,0,,0.467,115.8,0,1,,0.837,60.4,0,1,,0.609,30.5,1,0,29.0,0.869,106.2,1,0,,0.25,88.0,1,0,
1218,User_1218,B016,2024-03-13,0.775,39.9,1,0,55.0,0.892,2.1,0,1,,0.282,56.2,1,0,,0.042,36.4,1,0,,0.99,81.0,0,1,,0.046,7.8,1,0,,0.774,64.9,0,1,,0.283,50.9,1,0,,0.389,89.2,0,1,42.0,0.679,96.6,0,1,,0.083,27.9,1,0,,0.175,118.4,0,1,,0.267,86.7,0,1,,0.925,8.5,1,0,,0.986,105.5,1,0,
1218,User_1218,B020,2024-03-25,0.221,33.3,1,0,,0.989,113.0,0,1,,0.028,48.1,0,1,,0.104,116.7,0,1,,0.504,119.3,1,0,,0.691,64.9,1,0,,0.798,74.7,0,1,,0.475,84.0,1,0,,0.758,16.7,1,0,,0.879,102.2,1,0,,0.883,33.8,0,1,,0.93,102.4,1,0,,0.122,98.2,1,0,,0.523,27.2,0,1,,0.928,56.3,0,1,
1218,User_1218,B019,2024-03-29,0.272,73.4,1,0,,0.876,83.8,1,0,,0.599,104.6,0,1,,0.168,22.5,1,0,,0.077,81.3,0,1,,0.161,14.9,0,1,,0.389,27.7,0,1,,0.736,70.7,0,1,,0.308,64.4,1,0,,0.387,43.5,1,0,,0.587,63.0,1,0,,0.921,27.4,0,1,25.0,0.069,27.7,0,1,,0.138,72.4,1,0,23.0,0.402,66.2,1,0,
1218,User_1218,B013,2024-03-30,0.107,100.2,1,0,,0.661,21.1,0,1,,0.126,56.0,1,0,,0.417,3.7,0,1,,0.477,106.2,0,1,16.0,0.226,10.9,0,1,,0.107,44.0,0,1,,0.991,36.3,0,1,,0.073,89.1,1,0,,0.902,11.0,0,1,,0.376,72.7,1,0,,0.045,79.4,1,0,,0.443,38.5,1,0,,0.437,88.6,1,0,,0.753,10.7,0,1,
1219,User_1219,B016,2024-03-06,0.547,29.5,1,0,,0.79,103.7,0,1,,0.392,118.7,1,0,,0.451,93.5,0,1,,0.992,68.9,1,0,,0.625,89.2,0,1,98.0,0.669,9.3,1,0,,0.335,72.9,1,0,,0.06,74.1,0,1,31.0,0.575,30.1,0,1,,0.172,119.6,0,1,,0.022,13.2,0,1,,0.285,22.3,0,1,98.0,0.425,90.8,1,0,,0.618,70.0,1,0,
1219,User_1219,B016,2024-03-07,0.699,2.8,0,1,,0.201,14.2,0,1,,0.735,33.1,1,0,,0.034,15.5,1,0,,0.743,67.1,1,0,,0.717,20.1,1,0,,0.594,95.8,1,0,,0.258,38.6,0,1,,0.572,17.2,1,0,,0.359,44.2,1,0,,0.767,55.5,1,0,,0.035,15.7,1,0,0.0,0.428,81.4,0,1,,0.675,81.1,1,0,,0.373,59.9,1,0,
1219,User_1219,B007,2024-03-08,0.042,80.7,1,0,,0.853,107.6,1,0,,0.56,18.1,1,0,,0.856,1.8,0,1,,0.966,69.6,0,1,,0.607,41.9,1,0,,0.838,118.9,0,1,,0.651,74.5,0,1,,0.602,37.5,1,0,,0.602,107.2,1,0,,0.529,95.0,1,0,,0.423,29.7,0,1,,0.413,14.6,0,1,78.0,0.738,103.7,0,1,,0.019,38.8,1,0,
1219,User_1219,B009,2024-03-10,0.637,75.7,0,1,,0.43,92.4,1,0,,0.899,45.7,0,1,,0.436,85.8,0,1,,0.852,29.1,1,0,,0.607,61.0,0,1,,0.359,97.5,0,1,,0.544,93.5,1,0,,0.275,54.3,1,0,,0.315,101.0,0,1,,0.712,95.3,0,1,,0.973,103.6,0,1,64.0,0.938,48.4,1,0,,0.552,10.0,0,1,,0.689,45.0,1,0,
1219,User_1219,B001,2024-03-14,0.615,4.5,1,0,,0.117,5.0,0,1,,0.403,51.8,1,0,,0.415,15.0,1,0,,0.197,91.1,0,1,,0.07,25.5,0,1,,0.597,119.5,1,0,,0.328,16.6,0,1,,0.026,85.3,1,0,,0.652,102.9,1,0,75.0,0.268,71.9,0,1,,0.854,15.8,1,0,,0.42,9.8,1,0,,0.513,47.0,1,0,,0.172,43.2,0,1,
1219,User_1219,B006,2024-03-23,0.811,55.5,1,0,,0.367,59.6,0,1,,0.701,91.3,1,0,,0.362,54.3,1,0,,0.668,41.0,0,1,,0.904,65.4,0,1,,0.23,78.4,1,0,,0.789,78.4,1,0,,0.095,55.6,1,0,,0.05,84.0,1,0,,0.03,74.6,0,1,,0.736,119.8,1,0,,0.327,105.8,1,0,,0.726,81.4,1,0,,0.893,89.3,0,1,
1219,User_1219,B014,2024-03-24,0.648,23.5,0,1,7.0,0.381,31.0,1,0,,0.753,72.7,1,0,,0.239,80.3,0,1,,0.215,19.4,0,1,,0.302,22.1,1,0,,0.622,54.2,0,1,,0.518,84.4,1,0,,0.563,36.1,1,0,,0.154,59.6,1,0,,0.545,28.8,1,0,,0.458,4.4,0,1,70.0,0.178,24.5,0,1,,0.271,57.9,0,1,,0.313,102.2,1,0,
1219,User_1219,B013,2024-03-26,0.751,104.0,0,1,,0.712,19.9,1,0,,0.751,44.7,1,0,,0.811,97.4,1,0,,0.956,112.1,1,0,,0.846,80.5,0,1,,0.837,107.7,0,1,,0.626,19.9,1,0,,0.346,24.7,1,0,,0.802,76.7,0,1,,0.994,115.2,1,0,,0.349,46.7,0,1,,0.552,104.3,0,1,,0.529,60.7,1,0,,0.675,11.4,1,0,
1219,User_1219,B018,2024-03-29,0.961,17.2,0,1,,0.916,41.0,1,0,,0.266,1.2,1,0,29.0,0.76,50.8,0,1,,0.926,117.1,1,0,,0.607,35.4,0,1,,0.741,75.2,1,0,83.0,0.91,104.7,1,0,,0.654,30.0,0,1,,0.944,21.5,1,0,,0.736,96.8,0,1,,0.942,50.1,1,0,,0.138,63.5,1,0,,0.922,48.5,1,0,,0.361,71.6,0,1,
1219,User_1219,B008,2024-03-29,0.124,67.0,1,0,,0.149,1.4,1,0,,0.486,99.9,1,0,,0.976,115.3,0,1,,0.056,113.7,0,1,,0.778,44.7,1,0,,0.043,5.7,0,1,,0.755,93.4,1,0,,0.968,115.3,0,1,,0.014,40.5,0,1,,0.946,52.9,0,1,,0.353,95.2,0,1,,0.916,51.7,1,0,,0.946,68.6,1,0,,0.225,50.6,0,1,
1220,User_1220,B015,2024-03-03,0.149,43.1,1,0,,0.928,25.6,0,1,,0.765,86.1,1,0,,0.942,20.7,1,0,,0.798,108.4,0,1,10.0,0.09,36.2,0,1,23.0,0.455,115.9,0,1,,0.026,110.5,0,1,,0.966,63.1,0,1,,0.339,82.1,1,0,,0.799,119.5,1,0,,0.426,14.5,0,1,,0.797,55.3,1,0,,0.144,54.6,1,0,,0.23,84.3,1,0,
1220,User_1220,B013,2024-03-04,0.112,54.9,0,1,,0.35,117.9,1,0,,0.129,49.6,1,0,,0.667,114.6,0,1,,0.772,80.2,0,1,,0.018,60.8,0,1,75.0,0.509,92.5,0,1,,0.108,44.1,1,0,,0.932,86.6,0,1,,0.786,62.1,1,0,,0.817,63.8,1,0,,0.081,100.8,1,0,,0.026,68.9,1,0,,0.293,66.9,1,0,,0.324,51.4,1,0,
1220,User_1220,B011,2024-03-04,0.568,17.7,0,1,,0.94,80.2,0,1,13.0,0.145,37.2,0,1,,0.411,25.3,1,0,,0.83,69.8,1,0,,0.017,70.8,0,1,,0.14,74.8,1,0,,0.462,69.6,0,1,,0.828,118.6,1,0,,0.901,42.4,0,1,,0.092,33.5,1,0,,0.511,91.8,0,1,,0.611,50.3,1,0,,0.493,35.5,0,1,,0.276,106.5,0,1,
1220,User_1220,B013,2024-03-08,0.421,33.0,0,1,,0.675,30.7,0,1,,0.799,86.5,0,1,,0.238,112.0,0,1,54.0,0.52,66.1,0,1,,0.166,41.0,0,1,,0.753,19.2,1,0,,0.579,71.5,0,1,,0.045,12.7,0,1,84.0,0.24,42.1,1,0,,0.259,109.5,0,1,,0.451,96.4,1,0,,0.026,112.3,0,1,,0.556,92.3,1,0,,0.978,59.4,0,1,
1220,User_1220,B016,2024-03-15,0.611,33.8,0,1,,0.615,79.1,0,1,,0.672,46.8,0,1,,0.375,81.5,1,0,,0.219,44.9,1,0,,0.838,61.5,0,1,,0.378,85.2,1,0,,0.239,119.1,0,1,,0.08,22.9,0,1,,0.102,60.4,0,1,,0.412,113.8,1,0,,0.157,45.5,1,0,,0.085,115.9,0,1,,0.901,25.9,1,0,,0.067,118.4,1,0,
1220,User_1220,B004,2024-03-26,0.093,84.1,1,0,,0.241,27.7,1,0,,0.468,70.2,1,0,,0.187,78.2,1,0,,0.303,89.2,1,0,74.0,0.09,104.2,0,1,,0.997,72.7,0,1,,0.203,22.8,1,0,,0.869,87.6,0,1,,0.535,36.9,0,1,,0.612,49.9,1,0,,0.69,37.9,1,0,,0.745,50.5,1,0,,0.402,5.9,0,1,,0.506,22.5,1,0,
1220,User_1220,B011,2024-03-26,0.913,62.7,1,0,,0.208,101.5,1,0,,0.333,84.5,1,0,,0.462,116.5,0,1,,0.154,117.9,0,1,,0.682,1.2,1,0,,0.915,69.1,0,1,,0.984,22.6,0,1,,0.764,26.8,0,1,,0.021,99.2,1,0,,0.827,61.0,0,1,,0.625,71.2,0,1,,0.112,66.6,1,0,,0.985,102.3,1,0,,0.668,16.3,1,0,
1220,User_1220,B014,2024-03-30,0.456,83.9,1,0,,0.968,96.1,0,1,,0.387,97.5,0,1,,0.403,42.2,1,0,,0.511,110.5,1,0,,0.046,19.6,1,0,,0.845,83.3,0,1,,0.048,54.9,0,1,,0.278,82.5,1,0,64.0,0.883,46.7,1,0,,0.115,56.2,0,1,,0.826,97.5,1,0,,0.171,84.1,0,1,,0.586,21.9,0,1,,0.044,23.7,1,0,
1221,User_1221,B009,2024-03-04,0.031,53.8,0,1,,0.81,58.9,0,1,,0.129,13.5,0,1,,0.539,93.9,0,1,,0.986,76.7,0,1,,0.16,39.0,1,0,,0.858,38.7,1,0,,0.293,33.8,1,0,,0.348,41.4,1,0,,0.183,69.5,0,1,,0.729,81.6,0,1,,0.264,32.4,1,0,,0.515,27.3,1,0,46.0,0.79,40.6,1,0,,0.113,109.9,0,1,
1221,User_1221,B007,2024-03-12,0.204,47.6,0,1,,0.107,69.4,0,1,,0.024,1.5,1,0,,0.338,116.1,1,0,,0.574,9.5,1,0,,0.489,20.1,1,0,80.0,0.274,63.0,1,0,,0.197,73.8,0,1,,0.374,74.0,0,1,,0.137,32.6,0,1,,0.206,42.1,1,0,,0.816,105.4,1,0,,0.264,74.5,0,1,,0.481,39.5,0,1,,0.068,105.6,0,1,
1221,User_1221,B020,2024-03-14,0.847,47.4,1,0,,0.995,96.8,0,1,,0.595,102.8,0,1,,0.374,26.0,1,0,,0.924,27.8,1,0,,0.156,89.3,0,1,,0.875,93.2,1,0,,0.92,15.9,1,0,,0.475,103.8,0,1,,0.232,37.5,1,0,,0.542,17.3,1,0,,0.404,82.9,1,0,,0.63,47.0,0,1,,0.449,69.9,1,0,,0.108,47.1,0,1,97.0
1221,User_1221,B010,2024-03-14,0.423,68.0,1,0,,0.675,112.4,1,0,7.0,0.769,119.1,0,1,,0.012,51.7,0,1,19.0,0.075,56.2,0,1,,0.716,56.2,1,0,,0.306,22.9,1,0,,0.793,34.6,0,1,,0.604,50.5,0,1,,0.485,26.9,0,1,,0.74,2.3,1,0,,0.101,21.3,1,0,,0.08,40.1,1,0,,0.593,114.3,0,1,,0.121,40.9,0,1,
1221,User_1221,B009,2024-03-18,0.442,49.9,0,1,,0.113,24.0,0,1,,0.277,82.9,0,1,,0.488,8.3,1,0,100.0,0.177,43.8,0,1,,0.963,70.8,1,0,,0.268,71.1,0,1,,0.275,97.9,0,1,,0.507,17.8,0,1,,0.871,104.3,1,0,,0.07,37.9,1,0,,0.128,76.4,0,1,,0.652,72.2,0,1,,0.953,43.2,0,1,,0.813,18.2,0,1,
1221,User_1221,B003,2024-03-18,0.312,64.2,0,1,,0.885,56.0,0,1,,0.445,1.6,0,1,,0.004,74.7,1,0,,0.788,67.2,1,0,,0.572,18.9,0,1,,0.149,74.0,0,1,,0.178,14.2,1,0,,0.657,6.3,0,1,,0.97,76.6,1,0,,0.34,27.6,0,1,,0.416,71.1,0,1,,0.55,71.4,0,1,,0.748,77.9,0,1,,0.163,119.3,1,0,
1221,User_1221,B014,2024-03-24,0.682,82.8,0,1,,0.411,89.6,0,1,,0.134,8.8,1,0,,0.01,52.0,1,0,,0.23,54.2,1,0,,0.287,58.7,1,0,18.0,0.686,69.4,0,1,,0.747,111.6,1,0,,0.238,23.7,1,0,,0.494,103.4,0,1,,0.798,92.0,1,0,,0.358,66.5,0,1,,0.679,8.0,0,1,,0.5,47.2,0,1,,0.788,25.0,0,1,
1222,User_1222,B020,2024-03-01,0.596,52.2,0,1,,0.34,3.9,0,1,,0.472,73.8,1,0,,0.358,56.9,0,1,,0.328,114.8,0,1,,0.897,99.2,0,1,,0.049,89.4,1,0,,0.617,68.6,1,0,,0.472,67.6,0,1,,0.587,46.7,0,1,,0.529,82.7,0,1,,0.877,79.6,0,1,,0.652,13.2,1,0,,0.018,33.8,0,1,,0.502,79.0,1,0,
1222,User_1222,B008,2024-03-05,0.464,109.8,1,0,,0.397,3.1,1,0,,0.886,105.6,0,1,88.0,0.865,28.0,1,0,,0.432,30.8,1,0,,0.413,64.5,0,1,,0.52,96.1,1,0,,0.047,118.1,1,0,,0.854,81.3,1,0,,0.112,68.7,0,1,,0.877,21.2,0,1,,0.845,77.4,1,0,,0.527,114.0,0,1,,0.641,61.2,1,0,,0.634,12.5,1,0,
1222,User_1222,B004,2024-03-05,0.269,26.1,1,0,,0.672,27.3,0,1,,0.679,113.1,0,1,,0.514,15.8,1,0,,0.264,34.3,0,1,,0.328,66.8,0,1,,0.497,57.7,1,0,,0.094,81.9,1,0,,0.658,68.1,1,0,,0.989,113.0,0,1,,0.748,90.5,1,0,11.0,0.612,93.2,0,1,,0.958,57.7,0,1,,0.178,100.7,1,0,,0.195,48.3,0,1,
1222,User_1222,B005,2024-03-07,0.266,51.1,0,1,,0.852,80.7,0,1,,0.022,39.6,0,1,,0.209,72.6,1,0,,0.05,26.7,1,0,8.0,0.112,22.5,1,0,1.0,0.183,75.9,0,1,6.0,0.826,45.8,0,1,,0.839,51.3,0,1,,0.05,116.9,1,0,,0.481,94.2,0,1,,0.378,4.8,1,0,,0.463,86.9,1,0,,0.888,12.7,1,0,,0.978,63.5,0,1,
1222,User_1222,B009,2024-03-11,0.497,118.5,1,0,8.0,0.163,58.0,1,0,,0.079,1.0,1,0,,0.612,9.0,0,1,,0.83,62.3,0,1,,0.583,84.7,0,1,,0.778,112.2,1,0,93.0,0.926,9.1,1,0,35.0,0.695,1.9,1,0,,0.468,84.2,0,1,,0.727,40.2,0,1,,0.942,112.8,1,0,,0.555,1.5,1,0,,0.481,105.5,1,0,,0.1,97.0,1,0,
1222,User_1222,B019,2024-03-12,0.482,92.5,1,0,,0.202,31.5,1,0,,0.335,53.5,1,0,,0.42,93.9,0,1,,0.487,60.8,1,0,,0.663,98.6,0,1,,0.832,50.1,1,0,,0.962,3.9,0,1,,0.641,56.8,0,1,,0.645,46.3,0,1,,0.815,115.1,1,0,,0.032,9.2,0,1,,0.106,4.2,0,1,,0.041,94.3,1,0,,0.699,99.7,0,1,
1222,User_1222,B013,2024-03-17,0.238,97.0,0,1,,0.152,60.8,1,0,,0.373,84.6,0,1,,0.041,45.5,1,0,,0.356,24.9,0,1,,0.333,102.8,0,1,,0.299,106.4,0,1,,0.413,83.6,0,1,,0.309,67.1,1,0,,0.316,112.7,0,1,14.0,0.998,43.8,0,1,49.0,0.443,46.5,1,0,,0.132,115.1,1,0,,0.791,106.6,0,1,,0.161,98.2,0,1,
1222,User_1222,B003,2024-03-20,0.739,68.0,1,0,,0.264,92.2,1,0,82.0,0.895,71.7,0,1,,0.777,95.8,1,0,,0.289,42.0,1,0,,0.888,82.8,0,1,,0.5,67.0,1,0,,0.656,57.7,1,0,16.0,0.899,58.8,0,1,,0.554,13.2,1,0,51.0,0.613,47.9,0,1,,0.364,43.2,1,0,,0.755,39.2,0,1,,0.694,73.3,0,1,,0.227,103.2,0,1,
1222,User_1222,B018,2024-03-26,0.053,59.2,0,1,,0.235,101.9,1,0,,0.332,111.1,0,1,,0.805,71.2,1,0,,0.727,29.8,0,1,,0.777,63.3,0,1,8.0,0.553,100.6,0,1,,0.794,8.8,0,1,,0.177,14.7,1,0,,0.988,77.9,1,0,,0.915,102.4,1,0,,0.633,51.6,1,0,,0.666,72.3,0,1,,0.555,5.4,0,1,,0.158,33.0,0,1,
1223,User_1223,B019,2024-03-02,0.344,92.7,0,1,,0.159,60.9,0,1,,0.45,89.2,0,1,,0.096,92.1,0,1,,0.778,14.4,1,0,,0.967,9.2,1,0,,0.108,13.7,0,1,,0.647,30.2,0,1,,0.039,74.5,1,0,,0.278,24.8,0,1,,0.21,79.4,0,1,,0.127,39.6,0,1,,0.99,83.5,0,1,,0.815,115.7,0,1,,0.251,106.3,1,0,82.0
1223,User_1223,B001,2024-03-05,0.64,84.0,1,0,,0.238,79.2,0,1,,0.179,84.5,0,1,68.0,0.105,18.8,0,1,76.0,0.824,37.0,0,1,,0.936,38.4,1,0,,0.288,42.9,1,0,55.0,0.616,36.1,1,0,,0.904,47.0,0,1,,0.032,38.4,0,1,,0.477,75.2,0,1,,0.969,12.7,1,0,,0.372,74.3,0,1,,0.647,14.8,1,0,,0.908,100.2,0,1,
1223,User_1223,B016,2024-03-10,0.673,62.9,0,1,,0.894,111.1,0,1,,0.923,79.5,0,1,,0.522,60.6,0,1,,0.442,33.6,1,0,11.0,0.337,91.0,1,0,,0.736,32.9,0,1,,0.992,31.9,0,1,,0.186,8.2,1,0,,0.563,24.4,0,1,,0.024,92.7,1,0,,0.503,63.9,0,1,42.0,0.918,33.0,1,0,1.0,0.519,74.6,1,0,,0.388,29.0,1,0,
1223,User_1223,B002,2024-03-16,0.031,27.7,1,0,,0.572,27.0,0,1,,0.406,10.2,1,0,,0.423,114.5,0,1,,0.789,78.5,1,0,,0.551,56.1,0,1,,0.379,87.2,1,0,,0.288,99.1,0,1,,0.646,89.1,1,0,,0.738,58.5,0,1,,0.759,101.0,0,1,,0.731,52.0,1,0,,0.346,67.5,1,0,29.0,0.975,94.2,0,1,,0.164,2.7,1,0,40.0
1223,User_1223,B004,2024-03-16,0.08,1.6,0,1,,0.364,62.3,0,1,,0.751,110.0,1,0,,0.974,113.6,0,1,,0.892,67.5,0,1,,0.53,15.2,0,1,,0.023,40.6,0,1,,0.91,109.8,1,0,,0.05,14.4,0,1,,0.991,94.7,1,0,,0.316,39.8,1,0,,0.037,33.3,1,0,,0.262,118.9,0,1,75.0,0.08,79.4,0,1,,0.98,43.0,0,1,
1223,User_1223,B015,2024-03-18,0.129,27.8,1,0,41.0,0.297,1.2,0,1,,0.566,55.3,1,0,,0.904,37.5,1,0,,0.568,104.1,0,1,,0.478,64.8,1,0,9.0,0.788,38.0,0,1,,0.104,33.0,0,1,51.0,0.229,25.2,1,0,,0.107,24.4,1,0,,0.596,21.6,0,1,,0.331,32.3,0,1,,0.727,16.2,0,1,74.0,0.168,50.4,0,1,,0.652,87.7,1,0,
1223,User_1223,B003,2024-03-21,0.653,87.2,1,0,,0.496,19.4,1,0,,0.567,9.6,0,1,,0.335,111.3,0,1,,0.693,6.4,1,0,,0.879,12.3,0,1,,0.253,26.7,0,1,,0.305,34.9,0,1,,0.311,7.9,0,1,,0.456,52.3,0,1,,0.978,8.8,0,1,,0.215,49.0,1,0,,0.455,89.4,1,0,,0.175,74.8,0,1,,0.912,17.4,1,0,70.0
1223,User_1223,B006,2024-03-26,0.717,41.2,0,1,,0.339,8.9,1,0,,0.28,44.7,1,0,,0.918,19.9,0,1,39.0,0.646,100.3,0,1,,0.241,96.3,0,1,,0.656,53.7,1,0,,0.481,24.8,1,0,36.0,0.227,93.6,1,0,43.0,0.464,82.7,1,0,,0.635,40.6,1,0,54.0,0.658,97.9,1,0,,0.146,36.3,1,0,,0.7,72.8,1,0,,0.059,65.2,1,0,
1223,User_1223,B007,2024-03-27,0.134,34.6,0,1,99.0,0.238,25.3,1,0,,0.373,92.4,1,0,,0.577,107.2,0,1,,0.464,68.9,0,1,,0.718,111.3,0,1,,0.436,9.1,1,0,,0.08,67.9,1,0,,0.337,115.8,0,1,51.0,0.429,22.4,1,0,,0.441,16.1,1,0,,0.479,92.2,0,1,,0.304,106.8,1,0,,0.761,35.2,0,1,,0.755,60.3,0,1,
1223,User_1223,B016,2024-03-28,0.673,88.3,0,1,,0.396,61.2,1,0,,0.143,21.1,1,0,,0.5,78.1,0,1,,0.975,40.3,0,1,,0.992,43.8,1,0,14.0,0.156,65.3,0,1,,0.389,38.0,0,1,82.0,0.896,114.0,0,1,,0.246,76.1,0,1,,0.628,48.9,0,1,,0.179,80.4,1,0,,0.212,20.8,1,0,,0.057,93.7,0,1,,0.862,108.3,1,0,
1224,User_1224,B004,2024-03-01,0.988,22.5,1,0,,0.169,84.3,0,1,,0.423,98.0,1,0,,0.284,88.9,0,1,,0.564,22.5,0,1,,0.606,4.1,0,1,,0.46,91.1,1,0,,0.308,24.1,1,0,,0.832,24.2,0,1,,0.358,24.7,0,1,,0.787,100.7,0,1,,0.492,51.3,1,0,,0.4,103.2,1,0,,0.863,83.5,1,0,,0.182,50.2,0,1,
1224,User_1224,B012,2024-03-01,0.329,39.0,0,1,,0.736,52.7,1,0,,0.215,10.2,0,1,19.0,0.848,3.5,0,1,,0.584,94.1,0,1,,0.916,39.3,1,0,,0.882,66.6,1,0,,0.457,59.9,0,1,,0.358,47.2,0,1,,0.425,62.7,1,0,,0.63,110.2,1,0,,0.66,78.9,1,0,7.0,0.751,104.4,0,1,,0.437,95.5,1,0,,0.048,11.7,1,0,64.0
1224,User_1224,B017,2024-03-03,0.276,48.8,0,1,,0.906,91.6,1,0,,0.242,19.4,1,0,,0.294,66.5,0,1,,0.083,117.2,1,0,52.0,0.642,84.3,0,1,,0.154,39.2,0,1,,0.037,11.8,1,0,,0.965,95.1,0,1,54.0,0.096,21.1,0,1,,0.22,31.1,1,0,,0.14,61.2,0,1,,0.755,7.4,0,1,19.0,0.595,3.7,0,1,,0.324,71.1,1,0,
1224,User_1224,B018,2024-03-13,0.003,101.4,0,1,,0.817,56.8,1,0,,0.945,28.8,0,1,,0.478,75.4,1,0,,0.902,54.4,1,0,,0.403,119.9,1,0,,0.045,100.0,1,0,,0.52,3.5,0,1,,0.269,66.6,1,0,,0.038,56.2,0,1,,0.821,67.7,0,1,,0.629,105.1,0,1,,0.408,51.8,0,1,,0.625,45.4,0,1,31.0,0.525,88.6,0,1,
